scenario_id,scenario_name,illumination_name,illumination_quality,observation_sigma_multiplier,repetition,strategy,perception_seed,planner_seed,mean_localisation_error,mean_predicted_sigma,camera_movement,planning_success,safe_navigation_success,collision_against_truth,safety_violation_against_truth,minimum_true_safety_clearance
5,smaller_anatomy,severe_degradation,0.25,2.0,0,fixed,20311310,61300,0.007255416808858258,0.006003075451129777,0.0,True,True,False,False,0.004084640301608189
5,smaller_anatomy,severe_degradation,0.25,2.0,0,generic_active,20311310,61300,0.007255416808858258,0.006003075451129777,0.0,True,True,False,False,0.004084640301608189
5,smaller_anatomy,severe_degradation,0.25,2.0,0,task_aware_active,20311310,61300,0.007255416808858258,0.006003075451129777,0.0,True,True,False,False,0.004084640301608189
5,smaller_anatomy,severe_degradation,0.25,2.0,1,fixed,20311311,61301,0.00957250244874391,0.006003075451129777,0.0,True,True,False,False,0.014555057098181117
5,smaller_anatomy,severe_degradation,0.25,2.0,1,generic_active,20311311,61301,0.00957250244874391,0.006003075451129777,0.0,True,True,False,False,0.014555057098181117
5,smaller_anatomy,severe_degradation,0.25,2.0,1,task_aware_active,20311311,61301,0.00957250244874391,0.006003075451129777,0.0,True,True,False,False,0.014555057098181117
6,larger_safety_margin,normal,1.0,1.0,0,fixed,20321010,71000,0.004519464582043567,0.0032602422452589464,0.0,True,True,False,False,0.0061731283762425145
6,larger_safety_margin,normal,1.0,1.0,0,generic_active,20321010,71000,0.004519464582043567,0.0032602422452589464,0.0,True,True,False,False,0.0061731283762425145
6,larger_safety_margin,normal,1.0,1.0,0,task_aware_active,20321010,71000,0.004302541675742203,0.003117711648907182,0.07764571353075626,True,True,False,False,0.0061731283762425145
6,larger_safety_margin,normal,1.0,1.0,1,fixed,20321011,71001,0.006250392315009384,0.0032602422452589464,0.0,True,True,False,False,0.004678512860936656
6,larger_safety_margin,normal,1.0,1.0,1,generic_active,20321011,71001,0.006250392315009384,0.0032602422452589464,0.0,True,True,False,False,0.004678512860936656
6,larger_safety_margin,normal,1.0,1.0,1,task_aware_active,20321011,71001,0.005961223649705845,0.003117711648907182,0.07764571353075626,True,True,False,False,0.007368581579385537
6,larger_safety_margin,mild_degradation,0.75,1.1547005383792517,0,fixed,20321110,71100,0.006923928403932257,0.003764603475847286,0.0,True,True,False,False,0.005346156649556516
6,larger_safety_margin,mild_degradation,0.75,1.1547005383792517,0,generic_active,20321110,71100,0.006923928403932257,0.003764603475847286,0.0,True,True,False,False,0.005346156649556516
6,larger_safety_margin,mild_degradation,0.75,1.1547005383792517,0,task_aware_active,20321110,71100,0.006570790318750059,0.0036000233195043873,0.07764571353075626,True,True,False,False,0.0056900060755202455
6,larger_safety_margin,mild_degradation,0.75,1.1547005383792517,1,fixed,20321111,71101,0.008420446514052857,0.003764603475847286,0.0,True,True,False,False,0.0034561763254812774
6,larger_safety_margin,mild_degradation,0.75,1.1547005383792517,1,generic_active,20321111,71101,0.008420446514052857,0.003764603475847286,0.0,True,True,False,False,0.0034561763254812774
6,larger_safety_margin,mild_degradation,0.75,1.1547005383792517,1,task_aware_active,20321111,71101,0.008035921260309217,0.0036000233195043873,0.07764571353075626,True,True,False,False,0.004524298610244086
6,larger_safety_margin,moderate_degradation,0.5,1.414213562373095,0,fixed,20321210,71200,0.010179001688342591,0.004610678799866912,0.0,True,True,False,False,0.00422050545257485
6,larger_safety_margin,moderate_degradation,0.5,1.414213562373095,0,generic_active,20321210,71200,0.010179001688342591,0.004610678799866912,0.0,True,True,False,False,0.00422050545257485
6,larger_safety_margin,moderate_degradation,0.5,1.414213562373095,0,task_aware_active,20321210,71200,0.009666922296467805,0.004409110097453121,0.07764571353075626,True,True,False,False,0.0011305484365912496
6,larger_safety_margin,moderate_degradation,0.5,1.414213562373095,1,fixed,20321211,71201,0.004663666052164091,0.004610678799866912,0.0,True,True,False,False,0.0073520729329416955
6,larger_safety_margin,moderate_degradation,0.5,1.414213562373095,1,generic_active,20321211,71201,0.004663666052164091,0.004610678799866912,0.0,True,True,False,False,0.0073520729329416955
6,larger_safety_margin,moderate_degradation,0.5,1.414213562373095,1,task_aware_active,20321211,71201,0.004533252814012787,0.004409110097453121,0.07764571353075626,True,True,False,False,0.009376614414348011
6,larger_safety_margin,severe_degradation,0.25,2.0,0,fixed,20321310,71300,0.008748091927275839,0.006520484490517893,0.0,True,True,False,False,0.008067870488678712
6,larger_safety_margin,severe_degradation,0.25,2.0,0,generic_active,20321310,71300,0.008748091927275839,0.006520484490517893,0.0,True,True,False,False,0.008067870488678712
6,larger_safety_margin,severe_degradation,0.25,2.0,0,task_aware_active,20321310,71300,0.008323219059946048,0.006235423297814364,0.07764571353075626,True,True,False,False,0.008575822678929089
6,larger_safety_margin,severe_degradation,0.25,2.0,1,fixed,20321311,71301,0.007478939800193195,0.006520484490517893,0.0,True,True,False,False,0.012013610288980582
6,larger_safety_margin,severe_degradation,0.25,2.0,1,generic_active,20321311,71301,0.007478939800193195,0.006520484490517893,0.0,True,True,False,False,0.012013610288980582
